id,m_grd
29101,1.0080
29105,0.8510
29107,0.9743
29109,0.9272
29111,0.8487
29113,0.9209
29115,0.9936
29117,0.8203
29119,0.8865
29121,0.9012
29123,0.7849
29125,0.7650
29127,0.8341
29131,0.9478
29133,0.7750
29135,1.0041
29137,0.8369
29139,1.0068
29141,0.8305
29143,0.6354
29145,0.8408
29147,0.9600
29149,0.9258
29151,0.8829
29153,0.9699
29155,0.7133
29157,0.8861
29159,0.9082
29161,0.9327
29163,0.9423
29165,0.9667
29167,0.8893
29169,0.8900
29171,0.7141
29173,0.8568
29175,0.8737
29177,1.0616
29179,0.7334
29181,0.9642
29183,1.0352
29185,0.8391
29186,0.8791
29187,0.7534
29189,0.9211
29195,1.0050
29197,0.8723
29199,0.9320
29201,0.8521
29203,0.9619
29205,0.8568
29207,0.8829
29209,0.8617
29211,0.9880
29213,0.9507
29215,0.9089
29217,0.9306
29219,0.8592
29221,0.8589
29223,0.8908
29225,0.8994
29229,0.8941
29510,0.9575
30001,1.0175
30003,0.8220
30005,1.0233
30007,0.9243
30009,0.8807
30013,0.8826
30015,0.9349
30017,0.7934
30021,0.8467
30023,0.8748
30027,1.1600
30029,1.0397
30031,0.9192
30035,0.7439
30041,0.9584
30043,1.0190
30047,0.9822
30049,1.1056
30053,1.0114
30057,0.9344
30061,0.9097
30063,0.9474
30065,0.9396
30067,0.9997
30071,1.1486
30073,0.9015
30077,0.8749
30081,0.9516
30083,0.9360
30085,0.7928
30087,0.7380
30089,0.9566
30093,0.8593
30095,0.8719
30099,0.9100
30101,0.9944
30105,0.9813
30111,0.9700
31001,1.0779
31003,0.8543
31011,0.9598
31013,1.0431
31019,0.9182
31021,1.1315
31023,0.8148
31025,0.9678
31027,0.9842
31029,0.9598
31031,0.9538
31033,1.1219
31035,1.0864
31037,0.9302
31039,1.0469
31041,0.9580
31043,1.1487
31045,1.0203
31047,1.1018
31051,0.9845
31053,1.0878
31055,0.9159
31059,1.0079
31065,0.9183
31067,0.9891
31079,0.9904
31081,0.9908
31089,1.0965
31093,0.9367
31095,1.1848
31097,1.0649
31099,0.9793
31101,0.9183
31107,0.9666
31109,0.8855
31111,0.8249
31119,0.9044
31121,0.8650
31123,0.9970
31125,0.9503
31127,1.1179
31131,1.0461
31137,0.7980
31139,1.1347
31141,0.9218
31143,1.0031
31145,1.0403
31147,0.8656
31151,1.0128
31153,1.1394
31155,1.0552
31157,0.9535
31159,1.1432
31161,1.0611
31169,0.9325
31173,0.9863
31177,1.0901
31179,0.8590
31185,1.0487
32001,0.9769
32003,0.8995
32005,1.0041
32007,0.9310
32013,0.8459
32015,0.8023
32017,0.8890
32019,0.9008
32023,0.9325
32027,0.7987
32031,0.9914
32033,1.1368
32510,0.9280
33001,0.9099
33003,0.8185
33005,0.8455
33007,0.7803
33009,0.9479
33011,0.8581
33013,0.9134
33015,0.9128
33017,0.9189
33019,0.8828
34001,1.0432
34003,1.0343
34005,1.0156
34007,0.9983
34009,1.0709
34011,0.9891
34013,0.9628
34015,1.0081
34017,0.9700
34019,1.1211
34021,1.0912
34023,0.9695
34025,1.0891
34027,1.1027
34029,0.9692
34031,0.9897
34033,0.9899
34035,1.1208
34037,1.0101
34039,0.9926
34041,1.0083
35001,0.9549
35005,0.9014
35006,0.9319
35007,0.9158
35009,0.9872
35013,0.9643
35015,0.8239
35017,0.7907
35019,1.0065
35023,0.8850
35025,0.9581
35027,0.9427
35028,1.0510
35029,0.9866
35031,0.9463
35035,0.9695
35037,0.9318
35039,0.8040
35041,0.9266
35043,0.9153
35045,0.9395
35047,0.8607
35049,0.8956
35051,1.0762
35053,0.8759
35055,1.0024
35057,0.9875
35061,0.9564
36001,0.9049
36003,0.8812
36007,0.9454
36009,0.8526
36011,0.9070
36013,0.8555
36015,0.8353
36017,0.8550
36019,0.9293
36021,0.8217
36023,0.9555
36025,0.8155
36027,0.8616
36029,0.9084
36031,0.8482
36033,0.8139
36035,0.7834
36037,0.8605
36039,0.8958
36043,0.8104
36045,0.8227
36049,0.8556
36051,1.0090
36053,0.8731
36055,0.8946
36057,0.8391
36059,0.8772
36061,0.8897
36063,0.8452
36065,0.8246
36067,0.9012
36069,0.9947
36071,0.8888
36073,0.7947
36075,0.9183
36077,0.8165
36079,0.9046
36083,0.8357
36087,0.9390
36089,0.8369
36091,1.0013
36093,0.8549
36095,0.8093
36097,0.8911
36099,0.8040
36101,0.8773
36103,0.9175
36105,0.8148
36107,0.7662
36109,0.8847
36111,0.8304
36113,0.9190
36115,0.8584
36117,0.8783
36119,0.9025
36121,0.8053
36123,0.8735
37001,0.8301
37003,0.7308
37005,0.8969
37007,0.6946
37009,0.9642
37011,0.9335
37013,0.7521
37015,0.8095
37017,0.7324
37019,0.7640
37021,0.8916
37023,0.8781
37025,0.8832
37027,0.8726
37029,0.7713
37031,0.8558
37033,0.6479
37035,0.9190
37037,0.9408
37039,0.8608
37041,0.9099
37043,0.9352
37045,0.7055
37047,0.8868
37049,0.8202
37051,0.8102
37053,0.8107
37055,0.8713
37057,0.8529
37059,0.8974
37061,0.7883
37063,0.8054
37065,0.7596
37067,0.7707
37069,0.8073
37071,0.8240
37073,0.8363
37075,0.8250
37077,0.8394
37079,0.8057
37081,0.8377
37083,0.8116
37085,0.8277
37087,0.7878
37089,0.9334
37091,0.7149
37093,0.8491
37095,1.0099
37097,0.9012
37099,0.9054
37101,0.8510
37103,0.8856
37105,0.7873
37107,0.7464
37109,0.9191
37111,0.8275
37113,0.8564
37115,0.7224
37117,0.8316
37119,0.8915
37121,0.9241
37123,0.7630
37125,0.9220
37127,0.7405
37129,0.9129
37131,0.9645
37133,0.7975
37135,0.9004
37137,0.9409
37139,0.7670
37141,0.8823
37143,0.7770
37145,0.7515
37147,0.9241
37149,0.7983
37151,0.7579
37153,0.8787
37155,0.7452
37157,0.8422
37159,0.7038
37161,0.7559
37163,0.8729
37165,0.7713
37167,0.9056
37169,0.8567
37171,0.8544
37173,0.9531
37175,0.8009
37177,0.6313
37179,0.9769
37181,0.7186
37183,0.8896
37185,0.7329
37187,0.9334
37189,0.9855
37191,0.8720
37193,0.8255
37195,0.7764
37197,0.9104
37199,0.9841
38003,0.9253
38005,1.0389
38009,0.8206
38015,0.9292
38017,0.9866
38021,0.9678
38035,0.9011
38045,0.8749
38049,0.9701
38053,0.6197
38055,0.8833
38057,0.8844
38059,0.8917
38061,0.8219
38067,1.0293
38069,0.9950
38071,0.8118
38073,1.1373
38075,0.9192
38077,0.8977
38079,0.9058
38081,0.9173
38089,0.9007
38093,0.9182
38097,0.9785
38099,0.9106
38101,0.9662
38105,0.8214
39001,0.8652
39003,0.8865
39005,0.8793
39007,0.8723
39009,0.9229
39011,1.0214
39013,0.8309
39015,0.9356
39017,0.9249
39019,0.9475
39021,0.9117
39023,0.9554
39025,0.8859
39027,0.9172
39029,0.9131
39031,0.8462
39033,0.9181
39035,0.8947
39037,0.9926
39039,0.8946
39041,1.0676
39043,0.8922
39045,0.9036
39047,1.0723
39049,0.9540
39051,1.0229
39053,0.7927
39055,0.9161
39057,0.9360
39059,0.9325
39061,0.9125
39063,0.9503
39065,0.8671
39067,0.8778
39069,0.9521
39071,0.8303
39073,0.8133
39075,0.9633
39077,0.8412
39079,0.8639
39081,0.7797
39083,0.7887
39085,0.8658
39087,0.8597
39089,0.9119
39091,0.9133
39093,0.9532
39095,0.8636
39097,0.9813
39099,0.9227
39101,0.8577
39103,0.9446
39105,0.9536
39107,0.9463
39109,0.8969
39111,0.7157
39113,0.8948
39115,0.9530
39117,0.7649
39119,0.9042
39121,0.7714
39123,0.9979
39125,0.8896
39127,0.8182
39129,0.8637
39131,0.9473
39133,0.9619
39135,0.8411
39137,0.9615
39139,0.9229
39141,0.8223
39143,0.8106
39145,0.8856
39147,0.8381
39149,0.8907
39151,0.9318
39153,0.9507
39155,0.9317
39157,0.8962
39159,1.0371
39161,0.8848
39163,0.8244
39165,0.9812
39167,0.8748
39169,0.9248
39171,0.9502
39173,0.9203
39175,0.8187
40001,0.8709
40003,1.0559
40005,0.9406
40007,0.8248
40009,0.8951
40011,0.9189
40013,0.8605
40015,0.9131
40017,0.9968
40019,0.7954
40021,0.9044
40023,0.6727
40027,0.9135
40029,0.9467
40031,0.8729
40033,0.6560
40035,0.8287
40037,0.9165
40039,0.9259
40041,0.8507
40043,0.7615
40045,0.9098
40047,0.8248
40049,0.9978
40051,0.9749
40053,0.7357
40055,1.0039
40057,0.6270
40059,1.0068
40061,0.9040
40063,0.8198
40065,0.9341
40067,0.7260
40069,0.9162
40071,0.8956
40073,0.8614
40075,0.9367
40077,0.9345
40079,0.8765
40081,0.8914
40083,1.0006
40085,1.0465
40087,1.0089
40089,0.8644
40091,0.8841
40093,0.9293
40095,0.9794
40097,0.9743
40099,0.8255
40101,0.8768
40103,0.8523
40105,0.8137
40107,0.8605
40109,0.8918
40111,0.8100
40113,0.8445
40115,0.6883
40117,0.9388
40119,1.0560
40121,0.8910
40123,0.9184
40125,0.8766
40127,1.0069
40129,0.9696
40131,0.8822
40133,0.9433
40135,0.8580
40137,0.8879
40139,0.8997
40141,0.8609
40143,0.8435
40145,0.9287
40147,0.9369
40149,0.9273
40151,0.8651
40153,0.8164
41001,0.6319
41003,1.1361
41005,0.9635
41007,0.9421
41009,0.9730
41011,0.9378
41013,1.0942
41015,0.8400
41017,0.9491
41019,0.9723
41023,0.8946
41025,1.0034
41027,1.1564
41029,1.0013
41031,0.9583
41033,0.9969
41035,1.0237
41037,0.8612
41039,0.8810
41041,0.8533
41043,0.9623
41045,0.9207
41047,1.0488
41049,0.8354
41051,1.0203
41053,1.0168
41057,0.9764
41059,0.9798
41061,0.9575
41063,0.8138
41065,0.9970
41067,0.9533
41071,0.9798
42001,1.0331
42003,0.8927
42005,0.8342
42007,0.7964
42009,0.8279
42011,0.8688
42013,0.8529
42015,0.9140
42017,0.9594
42019,0.9427
42021,0.8091
42023,0.5820
42025,0.7799
42027,0.9688
42029,0.9620
42031,0.8145
42033,0.9020
42035,0.7993
42037,0.8754
42039,0.9051
42041,0.9360
42043,0.8857
42045,0.8675
42047,0.8688
42049,0.9063
42051,0.7631
42053,0.8596
42055,0.9302
42057,0.8015
42059,0.8104
42061,0.7519
42063,0.9300
42065,0.7747
42067,0.7894
42069,0.8035
42071,0.9217
42073,0.7818
42075,0.8650
42077,0.8403
42079,0.7146
42081,0.8911
42083,0.8831
42085,0.8077
42087,0.7145
42089,0.8502
42091,0.9394
42093,1.0337
42095,0.8408
42097,0.9100
42099,0.9314
42101,0.8359
42103,0.8033
42105,0.7337
42107,0.7576
42109,0.8036
42111,0.8222
42113,0.9590
42115,0.7459
42117,0.8534
42119,0.9839
42121,0.8122
42123,0.9886
42125,0.8781
42127,0.8214
42129,0.8617
42131,0.7750
42133,0.8931
44001,0.9403
44003,0.8704
44005,0.9842
44007,0.8570
44009,0.9613
45001,0.9608
45003,0.8432
45005,0.8913
45007,0.9063
45009,1.0726
45011,0.9104
45013,0.9474
45015,0.8452
45017,0.8525
45019,0.9645
45021,0.9163
45023,0.8966
45025,0.8655
45027,0.8332
45029,0.8432
45031,0.8868
45033,0.9095
45035,0.8892
45037,0.9111
45039,0.9923
45041,0.8963
45043,0.8325
45045,0.9225
45047,0.8610
45049,0.9190
45051,0.8750
45053,0.9450
45055,0.9240
45057,0.9519
45059,0.9245
45061,0.9044
45063,0.9199
45065,0.6237
45067,0.8928
45069,0.9465
45071,1.0093
45073,0.9518
45075,0.9232
45077,0.8176
45079,0.8682
45081,0.9302
45083,0.9231
45085,0.7115
45087,0.8232
45089,0.8456
45091,0.9677
46005,0.9973
46009,0.8952
46011,0.9638
46013,0.9429
46015,0.9234
46019,1.0620
46023,1.1217
46027,1.1163
46029,0.9805
46031,0.7794
46033,0.7800
46035,0.9538
46037,0.7272
46041,0.8944
46045,1.0701
46047,0.9409
46051,0.9563
46053,0.8646
46057,0.8314
46061,0.8950
46065,1.0439
46067,0.8982
46077,0.8434
46079,0.9762
46081,0.9837
46083,0.9358
46087,0.8489
46091,0.8644
46093,0.9624
46099,1.0398
46101,0.8808
46103,0.9875
46109,1.0043
46113,0.9126
46115,0.9188
46121,0.9476
46123,0.8773
46125,0.8468
46127,0.8781
46129,1.0948
46135,0.9559
47001,1.0526
47003,0.8705
47005,1.0441
47007,0.9394
47009,1.0766
47011,0.9156
47013,0.9184
47015,1.1969
47017,1.0944
47019,0.9698
47021,1.0381
47023,0.9657
47025,1.0703
47027,0.8140
47029,1.0004
47031,0.9936
47033,0.9958
47035,1.1543
47037,0.9918
47039,1.0832
47041,1.0068
47043,0.9918
47045,1.1955
47047,0.9346
47049,1.0627
47051,0.8246
47053,1.1009
47055,1.0381
47057,0.9637
47059,1.0612
47061,0.9820
47063,1.0857
47065,0.9961
47067,1.0125
47069,1.0281
47071,0.8530
47073,0.9636
47075,1.0281
47077,1.1211
47079,1.0536
47081,0.8956
47083,1.0404
47085,0.9910
47087,1.0108
47089,1.1265
47091,0.7242
47093,1.0161
47095,1.0277
47097,1.1005
47099,1.0472
47101,0.8346
47103,0.9788
47105,1.0952
47107,1.1089
47109,1.0154
47111,1.0769
47113,0.7376
47115,1.0740
47117,1.0776
47119,0.9190
47121,1.1381
47123,0.8887
47125,0.9324
47127,1.0452
47129,0.8590
47131,1.0531
47133,0.9773
47135,1.0744
47137,0.9350
47139,0.9165
47141,0.9215
47143,0.9977
47145,1.0612
47147,1.0309
47149,1.0157
47151,0.9373
47153,1.0497
47155,0.8838
47157,0.9880
47159,1.0148
47161,1.1561
47163,0.9881
47165,0.9992
47167,1.0818
47169,1.2308
47171,0.8090
47173,0.9501
47175,0.9187
47177,1.1034
47179,1.1340
47181,0.9375
47183,0.9993
47185,1.0741
47187,1.0772
47189,1.0835
48001,0.9804
48003,0.9544
48005,1.0165
48007,0.9440
48009,1.0509
48013,0.9429
48015,1.0447
48017,0.9163
48019,1.1044
48021,0.9246
48025,0.8148
48027,0.9978
48029,0.9837
48031,0.9343
48035,1.1389
48037,0.9280
48039,0.9033
48041,0.9180
48043,0.9388
48047,1.1173
48049,0.9035
48051,1.0197
48053,0.8838
48055,0.7907
48057,0.8468
48059,1.1049
48061,0.9331
48063,0.9862
48065,0.9862
48067,0.8448
48069,0.9342
48071,1.0010
48073,0.8991
48075,0.8668
48077,0.8246
48083,0.9373
48085,1.0884
48089,0.9687
48091,0.9906
48093,0.8352
48097,0.9487
48099,1.0384
48103,0.8046
48105,0.9074
48107,1.0121
48111,0.8740
48113,0.9281
48115,1.0094
48117,0.7853
48119,0.9278
48121,1.0334
48123,0.9169
48127,0.7449
48131,0.9227
48133,1.0060
48135,0.8341
48139,0.9770
48141,0.9295
48143,0.9856
48145,0.9366
48147,0.9597
48149,1.0856
48153,0.9606
48157,1.0466
48159,1.1498
48161,1.0122
48163,1.0012
48165,1.0213
48167,0.9903
48169,0.7893
48171,0.9243
48175,0.9806
48177,0.9981
48179,0.8914
48181,0.9458
48183,0.9576
48185,0.9214
48187,1.0144
48189,0.8726
48193,1.0049
48195,1.1575
48197,1.0840
48199,0.9483
48201,0.9646
48203,0.8864
48207,1.0548
48209,0.9978
48211,0.8928
48213,0.8983
48215,0.8959
48217,1.0281
48219,0.9579
48221,0.9474
48223,0.8969
48225,1.0360
48227,1.0014
48229,0.8845
48231,0.9415
48233,1.0862
48237,0.8846
48239,1.0002
48241,0.9394
48245,0.8341
48247,0.8311
48249,0.8240
48251,0.9646
48253,1.0228
48255,0.9633
48257,0.9689
48259,1.0630
48265,0.9429
48267,0.8197
48273,0.8801
48275,1.0617
48277,0.9223
48279,0.9106
48281,1.0885
48283,0.9170
48285,1.0326
48287,1.0239
48289,0.9745
48291,1.0030
48293,0.8977
48295,0.9754
48297,0.8381
48299,1.0197
48303,0.9573
48305,1.0813
48307,1.0803
48309,0.9008
48313,1.1115
48315,0.9480
48317,0.9571
48321,0.8487
48323,1.0325
48325,1.0038
48329,0.9781
48331,0.9611
48333,0.9376
48335,1.0167
48337,1.0441
48339,0.9644
48341,1.0176
48343,0.9458
48347,1.0676
48349,0.9322
48351,0.8909
48353,0.7716
48355,0.8882
48357,0.8555
48359,0.8549
48361,0.9226
48363,1.0373
48365,1.0963
48367,1.0741
48369,1.0424
48371,0.9612
48373,0.8659
48375,0.9463
48377,0.9149
48379,1.0840
48381,0.9389
48383,0.8973
48387,0.9824
48389,0.8775
48391,1.0685
48395,1.0615
48397,1.0096
48399,0.8757
48401,1.0178
48403,1.0384
48405,1.0176
48407,0.9069
48409,0.9576
48411,1.0693
48415,0.9467
48419,0.9823
48423,0.9795
48425,0.9076
48427,0.8162
48429,1.0589
48435,1.0087
48437,0.9908
48439,1.0029
48441,0.9512
48445,1.0975
48449,0.8189
48451,0.8651
48453,0.9903
48455,0.9596
48457,0.9470
48459,0.9556
48463,0.9091
48465,0.8499
48467,0.9763
48469,0.8376
48471,0.8756
48473,0.8839
48475,0.9626
48477,0.9069
48479,0.9750
48481,0.8921
48483,1.1393
48485,0.9693
48487,0.9453
48489,0.8932
48491,1.0707
48493,1.1078
48495,0.9959
48497,0.9857
48499,0.9171
48501,1.1249
48503,0.9684
48505,0.9604
48507,1.0762
49001,0.7903
49003,1.0374
49005,0.8891
49007,0.8542
49011,0.9903
49013,0.8632
49015,0.8179
49017,0.8743
49019,0.9559
49021,0.9268
49023,0.9160
49025,1.0280
49027,1.0756
49029,0.9518
49035,0.9868
49037,0.9292
49039,0.9552
49041,0.7700
49043,1.1168
49045,0.9846
49047,0.8684
49049,1.0232
49051,0.9883
49053,1.1589
49057,0.9838
50001,1.0019
50003,0.9289
50005,0.9622
50007,1.0642
50009,1.0120
50011,0.9263
50013,1.0763
50015,0.9605
50017,0.8176
50019,0.9715
50021,0.8604
50023,0.9437
50025,0.9545
50027,0.8794
51001,0.8604
51005,0.8343
51007,0.9172
51009,0.9146
51011,0.7896
51013,0.8782
51015,0.8276
51019,0.9310
51021,0.8461
51023,0.9396
51025,0.8952
51027,0.7721
51029,0.8257
51031,0.8787
51033,0.7147
51035,0.9311
51036,0.7646
51037,0.7048
51041,0.8315
51043,0.8494
51047,0.8592
51049,0.8460
51051,0.9473
51053,0.6601
51057,0.8667
51059,0.9161
51061,0.7957
51063,0.8690
51065,0.9282
51067,0.7807
51071,0.8342
51073,0.7469
51075,0.8828
51077,0.9383
51079,0.9432
51083,0.6168
51085,0.7564
51087,0.7900
51089,0.7167
51093,0.8745
51095,0.8874
51099,0.9404
51101,0.8815
51103,0.7467
51105,0.7479
51107,0.9742
51109,0.9012
51111,0.8531
51113,0.9392
51115,0.9344
51117,0.7901
51119,0.9879
51121,0.8657
51125,0.9326
51127,1.0344
51131,1.0101
51133,0.7893
51135,0.8004
51137,0.8450
51139,0.9355
51141,0.8673
51143,0.8888
51145,0.9578
51147,0.8522
51149,0.8399
51153,0.9017
51155,0.7616
51157,1.0541
51159,1.0667
51161,0.8915
51163,0.8914
51167,0.7071
51169,0.7489
51171,0.8553
51173,0.8672
51175,0.9958
51177,0.8835
51179,0.9348
51181,0.8228
51183,1.0692
51185,0.7937
51187,0.8899
51191,0.7949
51193,0.8174
51195,0.8655
51197,0.7815
51199,0.7617
51510,0.7558
51520,0.7724
51530,0.9846
51540,0.8628
51550,0.8816
51570,0.9136
51580,0.7868
51590,0.8192
51595,0.8446
51610,0.9746
51620,0.9409
51630,0.9391
51640,0.8229
51650,0.9623
51660,0.7630
51670,0.8767
51680,0.7453
51683,0.8546
51685,0.9164
51690,0.7384
51700,0.8341
51710,0.7750
51720,0.7989
51730,0.7861
51735,0.9762
51740,0.7441
51750,0.8035
51760,0.4398
51770,0.8743
51775,0.7481
51790,0.8521
51800,0.8440
51810,0.9563
51820,0.6876
51840,0.8164
53001,1.1876
53003,1.1321
53005,0.9078
53007,1.0205
53009,1.0466
53011,1.0923
53015,1.0029
53017,0.9654
53021,1.1247
53025,1.0316
53027,0.8752
53029,1.0115
53033,1.0661
53035,0.9661
53037,0.9683
53039,0.9892
53041,0.9375
53043,0.9258
53045,0.9848
53047,1.0224
53049,0.8660
53051,0.9809
53053,1.0032
53057,1.1175
53061,1.0575
53063,0.9706
53065,1.0026
53067,0.9911
53071,1.0180
53073,1.0834
53075,0.9449
53077,1.0013
54001,0.9475
54003,0.9060
54005,0.8700
54007,0.8918
54009,0.7836
54011,0.8063
54013,0.7238
54015,0.8560
54017,1.0949
54019,0.8029
54021,0.8897
54023,0.9571
54025,0.7831
54027,1.0399
54029,0.9203
54031,0.9891
54033,0.8740
54035,0.9350
54037,0.9016
54039,0.8302
54041,0.9184
54043,0.8516
54045,0.7190
54047,0.7845
54049,0.8662
54051,0.7683
54053,0.8749
54055,0.9291
54057,0.8878
54059,0.7473
54061,1.0291
54063,1.0759
54065,0.9595
54067,0.8155
54069,0.8748
54071,1.0261
54073,0.7841
54075,0.9881
54077,0.9110
54079,0.8830
54081,0.8611
54083,0.8079
54085,0.7492
54087,0.9407
54089,0.9325
54091,0.7712
54093,0.9184
54095,0.8659
54097,0.7678
54099,0.6853
54101,0.8789
54103,0.9619
54105,1.0765
54107,0.9082
54109,0.8732
55001,0.8737
55003,0.8404
55005,1.0233
55007,0.9222
55009,0.9521
55011,0.9508
55013,0.9438
55015,1.0321
55017,0.9986
55019,0.8742
55021,0.9533
55023,1.0892
55025,0.9661
55027,0.9125
55029,1.0673
55031,0.9084
55033,0.9446
55035,0.9767
55039,1.0279
55041,1.1825
55043,0.9562
55045,1.0266
55047,0.9325
55049,1.0133
55051,1.0185
55053,0.9593
55055,0.9661
55057,0.9513
55059,0.9420
55061,1.0738
55063,1.0112
55065,1.0711
55067,0.8437
55069,0.9565
55071,1.0237
55073,0.9758
55075,0.8471
55077,0.8706
55078,0.6372
55079,0.9348
55081,0.8834
55083,1.0267
55085,0.9676
55087,1.0274
55089,0.9760
55091,1.0230
55093,0.9488
55095,1.0864
55097,0.9505
55099,0.9645
55101,0.8487
55103,0.8799
55105,0.9251
55107,0.9785
55109,1.0514
55111,1.0433
55113,1.0169
55115,0.9718
55117,0.9170
55119,1.0358
55121,0.9999
55123,1.0073
55125,1.0439
55127,1.0120
55129,1.0407
55131,0.9215
55133,1.0033
55135,0.9207
55137,0.9733
55139,1.0157
55141,0.8947
56001,0.9758
56003,0.9685
56005,0.9745
56007,1.0278
56009,0.9666
56011,0.9603
56013,0.9396
56015,1.0280
56017,1.0340
56019,1.0342
56021,0.8923
56023,1.0164
56025,0.8482
56027,0.9297
56029,0.8400
56031,0.8717
56033,0.9662
56035,0.9957
56037,1.0068
56039,1.0625
56041,0.9556
56043,0.8972
56045,0.9310
