id,w_avg
29145,0.1994
29147,0.3378
29149,0.1004
29151,0.2509
29153,0.2423
29155,-0.1538
29157,-0.2587
29159,0.1954
29161,0.4885
29163,0.0356
29165,1.3741
29167,-0.0073
29169,0.1008
29171,0.1135
29173,0.1523
29175,-0.0889
29177,0.2216
29179,-0.1171
29181,-0.3307
29183,1.0246
29185,-0.1412
29186,0.7849
29187,0.5434
29189,1.5146
29195,-0.4477
29197,-0.1130
29199,0.6475
29201,-0.1143
29203,0.2534
29205,0.3152
29207,0.1202
29209,0.0096
29211,-0.4088
29213,0.5964
29215,-0.0977
29217,0.0863
29219,-0.0424
29221,0.3314
29223,-0.4086
29225,0.2205
29227,-0.5174
29229,0.0325
29510,-0.0821
30001,1.0059
30003,0.1893
30005,0.4118
30007,0.7291
30009,0.6217
30013,1.0243
30015,0.7758
30017,0.0552
30019,0.4963
30021,0.0029
30023,-0.2407
30025,0.3745
30027,0.7982
30029,0.9277
30031,1.3420
30035,0.7638
30039,0.9043
30041,0.3577
30043,1.0609
30045,0.6655
30047,0.6644
30049,0.6871
30051,0.6589
30053,0.1288
30055,0.8444
30057,1.0510
30059,-0.3547
30061,0.1555
30063,1.0889
30065,0.1575
30067,1.0163
30071,0.6288
30073,-0.0002
30075,1.3359
30077,0.5100
30081,0.6797
30083,0.5625
30085,0.3219
30087,0.6167
30089,0.4007
30091,0.2862
30093,0.7807
30095,0.7792
30097,0.8687
30099,0.6778
30101,0.4533
30105,0.1461
30107,-0.1911
30111,0.6107
31001,0.5392
31003,0.5325
31011,0.2719
31013,-0.0457
31015,-0.2086
31017,0.1120
31019,0.5651
31021,0.1873
31023,0.3753
31025,0.2060
31027,0.6281
31029,0.2696
31031,1.3570
31033,0.8747
31035,0.3623
31037,0.8766
31039,0.4105
31041,0.8177
31043,-0.0761
31045,0.8062
31047,0.2829
31049,0.3553
31051,-0.0090
31053,0.2936
31055,1.1325
31057,-0.3032
31059,0.5151
31061,1.2737
31063,0.5055
31065,0.5028
31067,0.4638
31069,0.6811
31071,1.1038
31073,-0.1483
31077,0.2881
31079,0.6973
31081,0.8501
31083,0.9886
31087,0.5722
31089,0.3682
31093,0.3953
31095,-0.1295
31097,0.6878
31099,0.2426
31101,0.1853
31105,-0.5086
31107,1.0781
31109,1.3538
31111,0.1905
31119,0.6264
31121,-0.3190
31123,0.3858
31125,0.2373
31127,0.7971
31129,0.1052
31131,0.4930
31133,0.1187
31135,0.2701
31137,0.9638
31139,0.8839
31141,0.8155
31143,0.3737
31145,0.7690
31147,0.0775
31151,0.3823
31153,0.8103
31155,0.7883
31157,0.4762
31159,0.8314
31161,0.4888
31163,0.4005
31167,0.1657
31169,0.7165
31173,0.8529
31175,1.2982
31177,0.9740
31179,0.6259
31181,-0.1435
31185,0.8602
32001,-0.0162
32003,0.5993
32005,0.6371
32007,-0.1496
32011,0.8710
32013,-0.1694
32015,0.1517
32017,-0.4985
32019,0.0899
32021,-0.5260
32023,-0.6981
32027,-1.0589
32029,0.2538
32031,0.7427
32033,-0.9140
32510,0.3641
33001,0.8457
33003,1.2361
33005,0.7782
33007,0.6120
33009,1.3476
33011,1.0225
33013,1.0768
33015,1.3699
33017,0.7559
33019,0.6383
34001,0.9904
34003,1.9489
34005,1.2992
34007,1.2327
34009,0.9571
34011,0.2589
34013,2.1126
34015,1.0504
34017,0.6933
34019,2.0007
34021,1.7915
34023,1.4351
34025,1.7032
34027,2.0598
34029,1.1352
34031,0.9994
34033,0.7733
34035,2.1307
34037,1.1209
34039,1.9940
34041,0.9812
35001,0.7625
35003,-0.7075
35005,0.1219
35006,-0.1358
35007,-0.1127
35009,0.6732
35013,0.4088
35015,0.0455
35017,0.5011
35023,-0.3242
35025,-0.5193
35027,-0.0754
35028,2.1481
35029,-0.6548
35031,0.3945
35035,0.3130
35037,-0.1261
35039,-0.6469
35041,0.0626
35043,0.7355
35045,-0.0295
35047,-0.7797
35049,0.5690
35051,-0.5281
35053,-0.2043
35055,0.5382
35057,0.1311
35059,0.6374
35061,-0.1350
36001,0.8757
36003,-0.1470
36007,0.2979
36009,-0.0720
36011,0.1296
36013,-0.0344
36015,-0.2349
36017,-0.5732
36019,-0.0875
36021,-0.1019
36023,-0.2346
36025,-0.2308
36027,0.4389
36029,0.9047
36031,-0.0031
36033,-0.6720
36035,-0.3949
36037,0.5213
36039,-0.2181
36041,0.3286
36043,-0.1861
36045,-0.1096
36049,0.0321
36051,0.2607
36053,0.3072
36055,1.1134
36057,-0.2681
36059,1.6420
36061,1.4057
36063,0.3540
36065,0.0906
36067,0.6231
36069,0.6824
36071,0.6163
36073,-0.1022
36075,-0.1945
36077,-0.0412
36079,1.0498
36083,0.2709
36087,1.4517
36089,-0.2590
36091,0.8798
36093,0.5219
36095,-0.1578
36097,-0.4215
36099,-0.2043
36101,-0.0302
36103,1.1108
36105,-0.4896
36107,-0.2126
36109,0.4012
36111,-0.0078
36113,0.5468
36115,-0.1339
36117,0.2490
36119,1.9657
36121,0.1315
36123,-0.5046
37001,0.7125
37003,0.4368
37005,0.6725
37007,0.0795
37009,0.7330
37011,0.4492
37013,0.7627
37015,-0.0649
37017,-0.1879
37019,0.5579
37021,1.1635
37023,0.8287
37025,1.0327
37027,0.5149
37029,1.0662
37031,1.1372
37033,0.0457
37035,0.8504
37037,1.4051
37039,0.2496
37041,0.9540
37043,0.2292
37045,0.8879
37047,0.3926
37049,1.0331
37051,0.8294
37053,0.7153
37055,1.0675
37057,0.5142
37059,1.1662
37061,0.3017
37063,1.7048
37065,-0.4646
37067,1.5348
37069,0.4889
37071,0.3921
37073,0.5266
37075,0.2275
37077,0.3242
37079,-0.0595
37081,1.6232
37083,0.2245
37085,0.1872
37087,0.8056
37089,1.2534
37091,0.0574
37093,0.5933
37095,0.6706
37097,1.2236
37099,0.3175
37101,1.1046
37103,0.3692
37105,0.9357
37107,0.6621
37109,1.1244
37111,0.3097
37113,0.2633
37115,0.2029
37117,0.6334
37119,2.3458
37121,0.4385
37123,0.1819
37125,1.1677
37127,0.7088
37129,1.6007
37131,0.1342
37133,0.3673
37135,2.6243
37137,0.3856
37139,0.2805
37141,0.7530
37143,0.3458
37145,0.8557
37147,1.3133
37149,1.5953
37151,0.1870
37153,0.1604
37155,-0.0921
37157,0.1466
37159,0.0645
37161,0.5048
37163,0.8835
37165,0.9647
37167,0.5046
37169,0.4035
37171,1.0156
37173,0.4418
37175,0.9501
37177,0.2471
37179,1.8856
37181,0.3166
37183,2.1861
37185,-0.0364
37187,-0.0368
37189,1.3492
37191,0.4777
37193,0.3676
37195,1.1625
37197,0.5430
37199,1.0704
38001,0.7978
38003,1.0370
38005,0.5735
38009,0.6890
38011,1.0835
38013,0.0185
38015,0.7505
38017,1.0280
38019,0.2783
38021,1.2360
38023,-0.1761
38025,0.1955
38027,1.1897
38029,0.2796
38031,1.1658
38033,1.0917
38035,0.9063
38037,0.7220
38039,0.6182
38041,0.6123
38043,0.3534
38045,1.0274
38047,0.5921
38049,0.3568
38051,0.8407
38053,0.3904
38055,0.5475
38057,0.6590
38059,0.3987
38061,-0.2240
38063,0.4563
38067,0.8680
38069,0.8825
38071,1.1566
38073,0.5209
38075,1.1511
38077,0.5681
38079,0.2666
38081,0.6514
38089,0.3889
38093,0.7960
38095,1.0377
38097,0.7256
38099,0.7769
38101,0.4764
38103,0.9612
38105,-0.0057
39001,0.0937
39003,0.7362
39005,0.5659
39007,0.2333
39009,0.0299
39011,1.1181
39013,0.2973
39015,0.1456
39017,0.9115
39019,0.2163
39021,0.3786
39023,0.0996
39025,0.8881
39027,0.5616
39029,0.2366
39031,0.3930
39033,-0.1683
39035,1.2463
39037,0.6088
39039,0.9038
39041,1.6565
39043,0.5121
39045,0.9098
39047,0.2942
39049,0.9854
39051,1.0954
39053,0.4275
39055,1.4748
39057,0.9147
39059,-0.0152
39061,1.4113
39063,0.7372
39065,0.1523
39067,-0.4872
39069,0.8077
39071,-0.0016
39073,0.4378
39075,0.8609
39077,0.3662
39079,0.3163
39081,0.4230
39083,0.5355
39085,0.9083
39087,0.3602
39089,0.6834
39091,0.3348
39093,0.8803
39095,0.6123
39097,0.3680
39099,0.9415
39101,-0.3374
39103,1.3140
39105,-0.1979
39107,1.5047
39109,0.9362
39111,-0.6953
39113,0.6968
39115,0.2637
39117,0.1539
39119,0.3816
39121,-0.2217
39123,0.6883
39125,0.6490
39127,0.1009
39129,0.5618
39131,-0.5363
39133,0.7849
39135,0.3114
39137,1.3616
39139,0.3945
39141,0.0532
39143,0.3827
39145,-0.0079
39147,0.5962
39149,0.8043
39151,0.9712
39153,1.0514
39155,0.6015
39157,0.5807
39159,0.9853
39161,0.6629
39163,-0.4133
39165,1.6511
39167,0.1127
39169,1.0521
39171,0.5092
39173,1.0221
39175,0.2145
40001,-1.1078
40003,-0.5796
40005,-0.1310
40007,0.0324
40009,-0.1510
40011,-0.0827
40013,0.0052
40015,-0.1349
40017,0.3307
40019,-0.0936
40021,0.0176
40023,-0.6900
40025,-0.3192
40027,0.6245
40029,-0.4570
40031,0.2781
40033,0.2045
40035,-0.6474
40037,-0.2756
40039,0.7384
40041,-0.0571
40043,-0.0252
40045,-0.1481
40047,-0.0623
40049,-0.3549
40051,0.0678
40053,-0.3080
40055,0.0725
40057,-0.0088
40059,-0.1232
40061,-1.0741
40063,-0.7519
40065,0.5294
40067,-0.8302
40069,-0.8903
40071,0.1914
40073,0.3067
40075,0.1145
40077,-0.2279
40079,-0.6171
40081,-0.3092
40083,-0.1874
40085,-0.6503
40087,0.1334
40089,-0.0688
40091,-0.1227
40093,0.4415
40095,-0.0510
40097,-0.0677
40099,-0.2795
40101,-0.0108
40103,-0.1277
40105,-0.2910
40107,-1.0809
40109,0.6406
40111,-0.5144
40113,-0.6807
40115,-0.5079
40117,-0.6516
40119,0.4171
40121,-0.2820
40123,0.0460
40125,-0.2561
40127,-0.6557
40129,0.7139
40131,0.1025
40133,-0.7108
40135,-0.0950
40137,-0.1001
40139,0.0362
40141,-0.4022
40143,0.4600
40145,-0.2933
40147,0.8942
40149,-0.0001
40151,0.0686
40153,-0.3321
41001,0.2264
41003,1.0209
41005,0.7192
41007,-0.1837
41009,-0.1890
41011,-0.4836
41013,-0.4196
41015,-0.4612
41017,0.7595
41019,-0.5959
41021,-0.4616
41023,-0.0663
41025,-0.3868
41027,1.3809
41029,-0.0400
41031,-0.1987
41033,-0.0095
41035,-0.5114
41037,0.1292
41039,0.0845
41041,-0.3030
41043,-0.2093
41045,0.0471
41047,0.3497
41049,-0.1018
41051,0.8533
41053,-0.2256
41057,-0.0112
41059,0.0099
41061,-0.3678
41063,0.3239
41065,-0.1483
41067,1.2453
41069,0.1932
41071,0.4275
42001,0.8884
42003,1.3701
42005,0.3573
42007,0.8075
42009,0.3382
42011,1.1080
42013,0.5485
42015,0.1656
42017,1.4937
42019,1.1524
42021,0.5218
42023,0.1993
42025,0.1445
42027,1.4252
42029,2.0016
42031,0.6064
42033,0.3169
42035,-0.0654
42037,0.9726
42039,0.1495
42041,1.3702
42043,1.1030
42045,1.4080
42047,0.9153
42049,0.7127
42051,-0.2635
42053,0.0475
42055,0.5210
42057,0.9515
42059,-0.1523
42061,-0.0751
42063,0.4969
42065,0.4614
42067,0.2327
42069,0.5756
42071,1.1828
42073,0.7024
42075,0.5683
42077,1.1272
42079,0.4106
42081,1.0741
42083,0.3224
42085,0.7768
42087,-0.0738
42089,0.7373
42091,1.9727
42093,0.9932
42095,0.9814
42097,0.4492
42099,0.1706
42101,0.1664
42103,1.2050
42105,0.1652
42107,0.2007
42109,0.7318
42111,0.7355
42113,0.5912
42115,0.3553
42117,0.2582
42119,1.6721
42121,-0.0110
42123,0.2358
42125,0.8938
42127,1.1118
42129,1.2021
42131,0.4464
42133,1.0474
44001,1.7229
44003,0.7144
44005,1.2197
44007,0.4207
44009,1.5671
45001,1.0243
45003,0.1133
45007,0.6206
45009,0.4263
45011,-0.3760
45013,1.0712
45015,0.4110
45017,0.0886
45019,1.8521
45021,-0.3449
45023,-0.6526
45025,0.0666
45027,0.2378
45029,-0.5579
45031,0.2398
45033,-0.1300
45035,1.1792
45037,0.2229
45039,-0.7298
45041,0.3060
45043,0.4523
45045,0.8269
45047,0.5914
45049,-0.4971
45051,0.8395
45053,-1.6469
45055,0.3105
45057,0.1875
45059,-0.1798
45063,0.4447
45067,-0.6130
45069,-1.3098
45071,0.3268
45073,0.0513
45075,-0.9000
45077,0.1827
45079,1.6863
45081,0.2362
45083,0.5983
45085,-0.0200
45087,-0.3625
45089,-1.4289
45091,1.0455
46003,0.7784
46005,0.1909
46009,0.4666
46011,0.8888
46013,0.8532
46015,0.8765
46019,-0.0041
46023,1.0903
46025,-0.1973
46027,0.8307
46029,0.8396
46033,0.1309
46035,1.1473
46037,0.9058
46039,0.4035
46043,1.3646
46045,0.4746
46047,0.5705
46049,0.7809
46051,0.5940
46053,0.7202
46055,0.6118
46057,0.8039
46059,0.6579
46061,0.1334
46063,-0.0990
46065,0.8942
46067,0.3110
46069,0.4869
46073,-0.5657
46077,0.3258
46079,0.7168
46081,0.4382
46083,0.5001
46085,1.3588
46087,0.6115
46089,0.3997
46091,0.5849
46093,0.5294
46097,0.8468
46099,1.0047
46101,0.3335
46103,0.2477
46105,0.2718
46107,0.7153
46109,0.0960
46111,0.2212
46115,0.1185
46117,0.1019
46119,0.9808
46123,0.4945
46125,0.4469
46127,0.7652
46129,0.4704
46135,0.5410
47001,0.0688
47003,-0.2144
47005,-0.3630
47007,-0.7948
47009,0.3651
47011,-0.1337
47013,-1.0120
47015,-0.8338
47017,0.2186
47019,-0.5287
47021,-0.2241
47023,0.1919
47025,-0.6285
47027,-1.2544
47029,-0.0858
47031,-0.2823
47033,0.1725
47035,0.0608
47037,0.1770
47039,-0.3348
47041,-0.2682
47043,0.4670
47045,0.3597
47047,-0.6118
47049,-0.7778
47051,-0.4868
47053,0.5934
47055,-0.7061
47057,-0.7992
47059,-0.2747
47061,-1.2474
47063,0.1415
47065,0.5255
47067,-1.6774
47069,0.0195
47071,-0.5445
47073,-0.3471
47075,-0.2593
47077,0.4973
47079,0.4313
47081,-0.3344
47083,-0.3852
47085,-0.2713
47087,-0.8880
47089,-0.6116
47091,-0.1429
47093,0.4628
47095,-1.2618
47097,-0.2190
47099,0.5274
47101,-0.4630
47103,0.2335
47105,0.0371
47107,-0.1948
47109,-0.1626
47111,-0.5793
47113,-0.0376
47115,-0.3412
47117,-0.1619
47119,-0.4055
47121,-0.0874
47123,-0.5973
47125,0.4819
47127,-0.1395
47129,-1.1802
47131,0.1157
47133,-0.2745
47135,-0.4386
47137,-0.8927
47139,-0.6862
47141,0.0696
47143,-0.2064
47145,-0.2721
47147,0.0360
47149,0.9047
47151,-0.7037
47153,-0.6730
47155,-0.5002
47157,1.2288
47159,0.1158
47161,0.4817
47163,0.2053
47165,0.4902
47167,0.3749
47169,0.5414
47171,-0.2744
47173,-1.5252
47175,-1.2848
47177,-0.4003
47179,0.8257
47181,-0.4197
47183,0.3441
47185,-0.1477
47187,1.9733
47189,0.4369
48001,0.1991
48003,0.2771
48005,0.5777
48007,0.0513
48009,0.7641
48011,0.0850
48013,0.5265
48015,0.9355
48017,0.6236
48019,0.1987
48021,0.2003
48023,0.8216
48025,0.3321
48027,0.4390
48029,1.0996
48031,0.7698
48035,0.2864
48037,0.6627
48039,0.9454
48041,1.4027
48043,0.4495
48045,1.1182
48049,0.2264
48051,0.4869
48053,0.3125
48055,0.1236
48057,0.6356
48059,-0.1833
48061,0.8444
48063,0.6796
48065,0.9212
48067,0.2869
48069,1.2087
48071,1.0584
48073,0.4875
48075,0.6908
48077,0.2649
48079,0.4447
48081,0.0486
48083,-0.4436
48085,1.7856
48087,0.9727
48089,0.1206
48091,1.1859
48093,0.3953
48097,0.4168
48099,0.1039
48103,-0.3185
48105,-0.0631
48107,-0.1490
48111,-0.2519
48113,1.3131
48115,0.6649
48117,0.5231
48119,-0.1395
48121,1.1862
48123,0.2383
48125,0.5537
48129,0.3131
48133,0.0906
48135,-0.3522
48137,-0.2404
48139,0.7602
48141,0.7497
48143,0.6299
48145,-0.0688
48147,0.0894
48149,0.8053
48151,0.3449
48153,0.9389
48157,1.6797
48159,0.7811
48161,0.2298
48163,-0.2304
48165,0.5834
48167,1.0458
48169,0.1352
48171,1.0943
48175,0.8014
48177,0.4545
48179,-0.2093
48181,0.4573
48183,0.5589
48185,0.0844
48187,0.8387
48189,0.7130
48193,0.4371
48195,1.0485
48197,-0.1961
48199,0.2747
48201,1.2620
48203,0.5422
48205,-0.1227
48207,0.4605
48209,1.1307
48211,1.2698
48213,0.2674
48215,1.2380
48217,-0.0740
48219,0.5132
48221,0.3977
48223,-0.0103
48225,0.0974
48227,-0.4539
48231,0.2026
48233,-0.2431
48235,0.5435
48237,-0.1104
48239,0.7400
48241,-0.0977
48245,0.5879
48249,0.3543
48251,0.2361
48253,0.0768
48255,1.6929
48257,0.4931
48259,1.6226
48265,1.0153
48267,0.2535
48273,0.6298
48275,0.3282
48277,0.3471
48279,0.7800
48281,0.1341
48285,0.8106
48287,0.2154
48289,0.0078
48291,-0.5736
48293,-0.3495
48295,-0.0939
48297,0.9693
48299,0.5117
48303,1.1671
48305,0.8760
48307,0.1605
48309,0.6333
48313,0.2036
48315,-0.3754
48317,0.2036
48319,1.3057
48321,0.3159
48325,0.8759
48329,0.3915
48331,0.2582
48333,0.8298
48335,-0.2275
48337,-0.1207
48339,1.0571
48341,0.5168
48343,-0.0375
48347,0.5546
48349,0.1516
48351,-0.5236
48353,0.4912
48355,0.7633
48357,0.0509
48359,0.7777
48361,-0.0082
48363,-0.4339
48365,0.4168
48367,0.6339
48369,0.5572
48371,0.2507
48373,-0.2600
48375,0.7259
48379,0.3269
48381,0.9404
48387,-0.0112
48389,0.3590
48391,0.5001
48395,0.7276
48397,1.2290
48399,0.4742
48401,0.2032
48403,-0.5645
48405,-0.7747
48407,-1.1219
48409,0.4104
48411,0.4520
48415,-0.3459
48417,1.0250
48419,0.3200
48421,0.1675
48423,0.8670
48425,0.7060
48429,0.0789
48435,0.7276
48437,0.6709
48439,1.0087
48441,0.8074
48445,-0.2402
48447,-0.0448
48449,0.6874
48451,0.6798
48453,1.8753
48455,-0.7917
48457,-0.2763
48459,0.0967
48461,-0.1560
48463,0.5372
48465,0.6768
48467,0.1172
48469,0.5446
48471,0.2338
48473,0.6539
48475,-0.3930
48477,1.0145
48479,0.7770
48481,1.0025
48483,-0.2503
48485,0.3368
48487,0.1225
48491,1.4122
48493,0.6239
48495,-0.9321
48497,0.1932
48499,0.1522
48501,0.5664
48503,0.0414
49001,0.7274
49003,0.5352
49005,1.4339
49007,-0.1330
49011,0.7440
49013,-0.2654
49015,0.2999
49017,0.5964
49019,0.0812
49021,0.6033
49023,0.4040
49025,0.5989
49027,0.4533
49029,1.0841
49031,0.5766
49033,0.8950
49035,0.5649
49037,0.5665
49039,0.7191
49041,0.5204
49043,1.4425
49045,0.1231
49047,0.1443
49049,0.9043
49051,0.9034
49053,0.8461
49055,0.4736
49057,0.0482
50001,0.9974
50003,0.2989
50005,0.2632
50007,1.4624
50009,0.1398
50011,0.5106
50013,0.4991
50015,0.5843
50017,0.2135
50019,0.4804
50021,0.4725
50023,0.9254
50025,0.6515
50027,0.8025
51001,0.6441
51005,0.0154
51007,0.3192
51009,0.2892
51011,0.4480
51013,2.2807
51015,0.1879
51017,0.1233
51019,0.1624
51021,-0.0802
51023,0.9109
51025,0.0415
51027,-0.3186
51029,0.0881
51031,0.3762
51033,0.1286
51035,0.2441
51036,0.1065
51037,0.6650
51041,1.3119
51043,0.4559
51045,0.1567
51047,0.7623
51049,-0.1808
51051,-0.0504
51053,0.3470
51057,0.5658
51059,1.7583
51061,0.6851
51063,0.6137
51065,0.5272
51067,0.8010
51071,0.2991
51073,0.6939
51075,1.4275
51077,-0.2538
51079,0.0030
51083,0.3134
51085,1.3442
51087,1.5563
51089,0.3749
51093,1.1541
51095,1.5565
51097,0.0010
51099,0.8064
51101,0.6799
51103,0.5062
51105,0.0369
51107,1.4120
51109,0.3269
51111,0.2887
51113,0.0947
51115,0.3735
51117,0.7180
51119,1.1857
51121,0.6618
51125,0.4973
51127,0.5223
51131,0.4628
51133,1.0062
51135,0.2276
51137,0.4455
51139,-0.0362
51141,0.2928
51143,0.5402
51145,0.7523
51147,0.4440
51149,0.9168
51153,1.3877
51155,0.0489
51157,-0.0348
51159,0.7696
51161,1.0029
51163,0.1146
51167,0.2261
51169,0.5630
51171,0.0618
51173,0.0540
51175,0.6024
51177,0.7874
51179,1.0362
51181,0.1187
51183,-0.3031
51185,0.2841
51187,0.1820
51191,0.4779
51193,0.2571
51195,0.5536
51197,0.1277
51199,1.1440
51510,1.9136
51520,0.0270
51530,-0.5735
51540,1.4523
51550,1.1165
51570,0.6049
51580,-0.1754
51590,0.7732
51595,0.6346
51610,1.9090
51630,1.2428
51640,0.4484
51650,0.5316
51660,0.4782
51670,-0.2372
51678,2.0210
51680,1.0805
51683,0.8425
51685,0.7299
51690,0.7636
51700,0.6130
51710,0.6358
51720,0.1853
51735,0.8562
51740,0.4863
51750,0.7120
51760,1.4357
51770,0.7456
51775,1.1709
51790,0.4915
51800,0.6852
51810,1.1257
51820,0.3079
51840,0.2335
53001,0.9582
53003,0.3227
53005,0.6485
53007,0.9168
53009,0.6700
53011,0.6815
53013,-0.0470
53015,0.0400
53017,0.5700
53019,-0.1483
53021,0.8967
53023,-0.3241
53025,0.6181
53027,-0.2679
53029,0.6126
53031,0.1144
53033,1.7124
53035,0.9486
53037,0.4134
53039,-0.0627
53041,0.0436
53043,0.1999
53045,-0.1581
53047,-0.1472
53049,0.0099
53051,0.5094
53053,0.7563
53055,1.1163
53057,0.7774
53059,-0.2578
53061,1.0377
53063,0.7455
53065,0.0241
53067,1.0142
53069,0.4338
53071,0.1906
53073,1.1239
53075,1.0124
53077,0.2200
54001,-1.1822
54003,-0.2993
54005,-0.6291
54007,-0.6825
54009,-0.4964
54011,-0.5563
54013,-1.1833
54015,-0.2463
54017,-0.6396
54019,-1.1867
54021,-0.3200
54023,-0.6520
54025,-0.3190
54027,-0.7417
54029,-0.1456
54031,-0.7280
54033,-0.3071
54035,-0.3971
54037,0.0808
54039,-0.2646
54041,-0.9962
54043,-1.0975
54045,-0.9767
54047,-1.5663
54049,-0.0401
54051,-0.7013
54053,-0.8462
54055,-0.6078
54057,-0.5380
54059,-0.7943
54061,0.2208
54063,-0.7247
54065,-0.8724
54067,-0.3787
54069,0.5314
54071,-0.1638
54073,-0.8673
54075,-0.6497
54077,-0.8340
54079,0.5536
54081,-0.2831
54083,-0.7529
54085,-0.6100
54087,-1.0896
54089,-0.8888
54091,-0.6108
54093,-0.7409
54095,-0.1225
54097,-0.9121
54099,-0.6156
54101,-0.7279
54103,-0.7861
54105,-0.8880
54107,-0.4054
54109,-0.5671
55001,-0.4751
55003,0.3836
55005,0.3367
55007,0.6406
55009,1.1278
55011,0.5969
55013,0.4874
55015,0.7877
55017,0.4000
55019,0.4262
55021,0.5915
55023,0.2343
55025,1.7126
55027,0.5251
55029,1.2839
55031,0.3472
55033,0.3973
55035,0.7954
55037,0.1398
55039,0.6450
55041,0.0807
55043,0.4731
55045,0.6951
55047,0.2613
55049,0.7741
55051,0.3445
55053,0.1968
55055,0.6741
55057,-0.1226
55059,0.8805
55061,0.7886
55063,0.8142
55065,0.5304
55067,-0.1889
55069,0.4054
55071,0.6477
55073,0.7440
55075,0.1494
55077,-0.0390
55079,1.0331
55081,0.0301
55083,0.4692
55085,0.1487
55087,0.9850
55089,1.8774
55091,0.4376
55093,0.9490
55095,0.6315
55097,0.8775
55099,0.4496
55101,0.5261
55103,0.0698
55105,0.4866
55107,0.0762
55109,1.0453
55111,0.7660
55113,0.5790
55115,0.3351
55117,0.9247
55119,0.5929
55121,0.2551
55123,0.5783
55125,0.6711
55127,0.7153
55129,0.1014
55131,1.2916
55133,1.6978
55135,0.4613
55137,0.3747
55139,0.8119
55141,0.7394
56001,1.2692
56003,0.9721
56005,0.4853
56007,0.0110
56009,0.4938
56011,0.7199
56013,0.6616
56015,0.6931
56017,0.5540
56019,0.5436
56021,0.6360
56023,1.2686
56025,0.4591
56027,-0.1053
56029,1.3941
56031,0.4556
56033,1.6399
56035,1.1110
56037,0.2535
56039,1.9613
56041,0.7447
56043,1.2589
56045,0.5237
