id,wh_grd
01003,0.0229
01009,-0.0689
01015,-0.1365
01021,0.0267
01031,-0.0063
01043,0.0011
01049,-0.0750
01051,-0.0498
01055,-0.0153
01059,-0.0970
01069,0.0424
01071,-0.0741
01073,0.0167
01077,0.0997
01081,-0.0298
01083,-0.0737
01089,0.0182
01095,0.0078
01097,-0.0579
01101,0.1297
01103,0.0373
01113,-0.0447
01115,-0.0496
01117,-0.0056
01125,0.0370
02020,0.0224
02090,-0.0240
02122,0.0097
02170,0.0185
04001,-0.0035
04003,0.0052
04005,0.0432
04007,-0.0216
04009,-0.0155
04011,-0.0330
04012,0.0049
04013,-0.0052
04015,-0.0554
04017,0.0480
04019,0.0597
04021,-0.0187
04023,0.0619
04025,-0.0032
04027,-0.0219
05003,-0.0585
05007,0.0420
05011,0.0011
05015,-0.0144
05019,0.0181
05031,-0.0269
05033,-0.0729
05045,0.0818
05051,-0.0290
05057,-0.1337
05061,0.0257
05063,-0.0890
05071,0.0157
05085,-0.0210
05093,0.0191
05113,0.0370
05115,-0.0457
05119,-0.0738
05125,-0.0198
05131,0.0117
05133,-0.0043
05139,-0.0976
05143,-0.0604
05145,-0.0539
05149,-0.0114
06001,0.0587
06005,-0.0984
06007,0.0174
06009,-0.0421
06011,0.0406
06013,0.0596
06015,-0.0121
06017,-0.0206
06019,0.0191
06021,-0.0877
06023,-0.0116
06025,0.0077
06027,-0.0389
06029,-0.0009
06031,-0.0235
06033,-0.0215
06035,0.0031
06037,0.0362
06039,0.0865
06041,0.0584
06045,-0.0285
06047,-0.0524
06051,0.0851
06053,-0.0700
06055,0.0116
06057,-0.0307
06059,0.0671
06061,0.0089
06065,0.0033
06067,0.0315
06069,-0.0670
06071,0.0110
06073,0.0436
06075,0.2371
06077,-0.0342
06079,0.0011
06081,0.1300
06083,-0.0150
06085,0.1217
06087,-0.0014
06089,0.0084
06093,-0.0357
06095,0.0578
06097,0.0200
06099,-0.0056
06101,-0.0177
06103,-0.0172
06107,0.0216
06109,-0.0419
06111,0.0500
06113,0.0655
06115,0.0275
08001,0.0178
08005,0.0412
08013,0.1126
08031,0.0942
08035,-0.0244
08041,0.0408
08045,0.0455
08059,0.1073
08069,0.0491
08077,0.0117
08101,0.0353
08123,0.0326
09001,0.0690
09003,0.0609
09005,0.0492
09007,0.0321
09009,0.0862
09011,0.0724
09013,-0.0174
09015,0.1265
10001,0.0280
10003,0.0745
10005,-0.0054
11001,0.2479
12005,-0.0268
12011,0.0206
12015,-0.0172
12017,-0.0548
12019,-0.0126
12021,0.0492
12023,0.0361
12027,-0.0581
12031,0.0471
12033,0.0829
12035,-0.0399
12043,0.0074
12049,0.0254
12051,-0.0316
12053,-0.0021
12055,0.0300
12057,0.0487
12061,0.0648
12069,-0.0294
12071,0.0152
12073,0.0190
12075,-0.0701
12081,0.0191
12083,0.0255
12085,0.0222
12086,0.0560
12087,0.0643
12089,-0.0761
12093,-0.0532
12095,0.0609
12097,0.0488
12099,0.0236
12101,-0.0231
12103,0.0069
12105,-0.0099
12107,-0.0702
12109,-0.0559
12111,-0.0295
12113,0.0325
12115,0.0376
12117,0.0365
12119,-0.0113
12121,-0.0519
12127,0.0224
12131,-0.0411
13001,-0.0445
13003,-0.0250
13013,-0.0007
13015,-0.0327
13017,-0.0329
13021,-0.0074
13029,-0.0412
13031,-0.0066
13039,-0.0060
13043,0.0030
13045,0.0033
13047,0.0173
13051,0.0836
13055,-0.0967
13057,0.0143
13059,0.0980
13063,-0.0738
13067,0.1139
13069,0.0006
13071,-0.0388
13073,0.0117
13075,-0.0365
13077,-0.0064
13087,0.0469
13089,0.2071
13097,-0.0554
13103,-0.0961
13109,-0.0273
13113,-0.0049
13115,-0.0148
13117,0.0018
13121,0.1375
13123,0.0016
13127,-0.0013
13129,0.0269
13131,0.0123
13135,0.0855
13137,-0.0206
13139,0.0945
13151,0.0353
13153,-0.0143
13157,-0.0194
13161,-0.0304
13179,0.0230
13183,-0.0138
13185,-0.0534
13187,-0.0328
13195,-0.0354
13213,-0.0469
13215,0.0398
13217,-0.0348
13219,-0.0044
13223,-0.0615
13225,0.0230
13233,-0.0329
13241,0.0304
13245,-0.0082
13247,-0.0649
13255,0.0157
13261,-0.0581
13267,0.0535
13277,0.0530
13279,-0.0132
13285,-0.0178
13295,0.0104
13297,-0.0356
13299,0.0006
13305,-0.0570
13313,0.0195
15003,-0.0241
16001,-0.0244
16005,0.0620
16011,-0.0194
16013,-0.1022
16019,-0.0270
16027,0.0255
16031,0.0134
16039,-0.0293
16043,-0.0401
16045,-0.0438
16047,0.0471
16051,0.0092
16053,-0.0439
16055,-0.0393
16063,-0.0214
16067,0.0094
16073,-0.0590
16075,-0.0007
16077,-0.0134
16083,0.0147
16087,0.0209
17007,-0.1460
17011,0.0002
17017,-0.1416
17019,0.0318
17031,-0.1096
17037,-0.0779
17041,-0.1022
17043,-0.1047
17063,-0.0581
17073,-0.0663
17075,-0.0022
17077,0.0219
17089,-0.0826
17091,-0.0157
17093,-0.0901
17095,-0.0245
17097,-0.0421
17099,-0.0857
17111,-0.0970
17113,-0.0410
17115,-0.0233
17119,-0.0348
17141,-0.0639
17143,-0.0156
17161,-0.0793
17163,-0.0520
17167,-0.0240
17177,0.0485
17179,0.0130
17183,-0.0328
17187,-0.0219
17195,0.0623
17197,-0.0776
17201,-0.0605
18001,0.0445
18003,0.0068
18005,-0.0686
18011,-0.0418
18017,-0.0783
18019,0.0202
18023,-0.0310
18027,0.1084
18035,0.0046
18037,0.0458
18039,-0.0422
18043,0.0134
18053,-0.1085
18057,-0.0298
18063,-0.0341
18067,-0.0228
18071,0.1511
18073,0.0074
18081,-0.0484
18085,-0.0814
18087,0.0516
18089,0.0367
18091,-0.0271
18095,-0.0848
18097,-0.0251
18099,0.0332
18105,-0.0331
18107,-0.1284
18113,-0.0292
18127,-0.0013
18141,0.0388
18145,-0.0718
18157,-0.0352
18163,0.0194
18167,-0.0247
18181,-0.0334
19005,0.0433
19013,-0.0566
19021,0.0271
19033,0.0382
19045,0.0598
19047,-0.0509
19049,0.0036
19057,0.0494
19061,-0.0089
19069,-0.0083
19103,0.0390
19113,0.0204
19115,-0.0013
19127,0.0805
19139,-0.0369
19153,0.0831
19155,0.0235
19163,0.0270
19167,0.1341
19169,0.0340
19171,0.0333
19179,0.0146
19181,0.0661
19183,-0.0303
19187,0.0361
19193,-0.0113
19197,0.0166
20009,-0.0774
20015,-0.0073
20035,0.0470
20037,0.0231
20045,0.0017
20055,0.0297
20057,0.0043
20061,-0.0463
20067,0.0018
20079,0.0518
20091,0.0745
20103,-0.0953
20111,0.0502
20125,0.0395
20155,-0.0407
20159,0.1509
20161,0.0733
20169,-0.0413
20173,0.0921
20175,-0.0528
20177,0.0306
20189,0.0720
20209,-0.0329
21015,0.0642
21017,-0.0047
21047,-0.0031
21059,0.0054
21067,0.0882
21073,0.0368
21083,0.0933
21093,-0.0348
21111,0.0816
21117,0.0105
21151,0.0040
21185,0.0271
21209,0.0358
21211,0.0672
21227,0.0920
21239,0.0350
22005,-0.0265
22015,-0.0955
22017,0.0209
22019,-0.0245
22033,0.0819
22045,-0.0154
22051,0.1829
22055,0.0329
22057,-0.0134
22063,0.0213
22071,0.2096
22073,0.0517
22075,-0.0592
22079,0.0226
22087,-0.0466
22089,0.0020
22101,0.0900
22103,-0.0270
22105,0.0583
22109,0.0382
22111,-0.0197
22115,-0.0305
23005,-0.0235
23031,-0.0357
24003,0.0691
24005,0.0703
24009,-0.0650
24011,-0.0072
24013,-0.0069
24015,0.0112
24017,0.0665
24021,0.0800
24025,0.0393
24027,0.0271
24031,0.2129
24033,0.1448
24037,0.0737
24041,-0.0308
24043,-0.0117
24045,0.0293
24510,0.1059
25001,0.0644
25003,0.0196
25005,0.0938
25009,0.1027
25011,0.0694
25013,0.1426
25015,-0.0187
25017,0.0502
25021,0.0321
25023,0.0378
25025,0.0869
25027,0.0691
26005,-0.0138
26015,0.0170
26017,-0.0085
26021,-0.0078
26023,-0.0908
26025,-0.0185
26027,-0.0282
26037,-0.0263
26045,0.0078
26049,0.0168
26055,-0.0081
26057,0.0285
26065,0.1452
26067,-0.0609
26075,0.0015
26077,-0.0901
26081,0.0181
26087,-0.0340
26091,-0.0184
26093,-0.0463
26099,-0.0273
26111,-0.0591
26115,-0.0632
26117,0.0025
26121,0.0039
26123,-0.0504
26125,-0.0427
26127,-0.0568
26139,-0.0051
26145,0.0664
26147,-0.0781
26149,-0.1049
26157,0.0082
26159,-0.0300
26161,0.0445
26163,-0.0045
27003,0.0576
27013,-0.0387
27019,0.0072
27027,0.0809
27037,0.0493
27039,0.0880
27047,0.0261
27049,-0.0014
27053,-0.0048
27067,0.0411
27079,0.0188
27083,0.0470
27085,0.0746
27099,0.0259
27105,0.0364
27109,0.0558
27111,0.0562
27119,0.0280
27123,0.0676
27129,0.0931
27131,0.0368
27137,-0.0070
27139,0.0596
27141,0.0564
27143,0.0541
27145,0.0631
27147,0.0578
27153,0.0211
27163,0.0150
27165,0.0183
27171,0.0317
28033,-0.0300
28047,0.0272
28059,-0.0400
28067,0.0088
28081,-0.0852
28089,0.0997
28115,-0.0938
28121,0.0353
28123,-0.0486
29009,-0.0715
29019,0.0133
29021,0.0781
29037,0.0260
29043,-0.0303
29047,0.0202
29051,0.0177
29069,-0.0665
29077,0.0059
29095,-0.0234
29097,-0.0643
29099,-0.0361
29101,-0.0276
29109,0.0226
29119,-0.0101
29145,-0.0184
29159,-0.0093
29165,0.0350
29169,-0.0640
29183,-0.0097
29189,0.0066
29195,-0.0563
29213,-0.0749
29510,0.0133
30013,-0.0539
30029,0.0795
30031,-0.0366
30063,0.0291
30111,0.0185
31001,-0.0181
31019,0.0156
31037,-0.0142
31043,-0.0773
31047,-0.1968
31053,0.0038
31055,0.0925
31079,0.0271
31109,0.0255
31111,0.0463
31119,0.0384
31141,-0.0249
31151,-0.0649
31153,0.0026
31157,0.0461
32001,0.0094
32003,0.0844
32005,-0.0381
32007,-0.0468
32013,-0.0362
32019,-0.0773
32023,-0.0463
32031,-0.0184
32510,-0.0393
33011,0.0769
33015,0.0296
34001,0.0745
34003,0.0998
34005,0.0217
34007,0.0192
34009,0.0337
34011,0.0561
34013,0.1570
34015,-0.0105
34017,-0.0028
34019,0.0233
34021,0.1051
34023,0.1247
34025,0.0513
34027,0.0713
34029,0.0800
34031,0.0740
34033,0.1140
34035,0.0747
34037,-0.0112
34039,0.1125
34041,0.0508
35001,0.0582
35005,0.0977
35006,0.0165
35007,0.0784
35009,0.0061
35013,0.0374
35015,0.0370
35017,0.0518
35025,0.0046
35027,0.0026
35028,0.0491
35029,0.1028
35031,-0.0453
35035,0.0336
35037,0.0270
35041,0.0871
35043,0.0434
35045,0.0344
35047,-0.0050
35049,-0.0547
35051,-0.0633
35053,0.1617
35055,0.0184
35057,0.0289
35061,-0.0017
36001,0.2105
36007,0.1100
36013,0.0182
36027,0.0576
36029,0.1094
36045,-0.0147
36055,0.2932
36057,0.1082
36059,0.1572
36061,0.1302
36063,-0.0102
36065,0.1454
36067,0.1776
36069,0.1860
36071,0.0074
36073,-0.0068
36079,-0.0425
36083,0.0155
36087,0.1472
36091,-0.0022
36093,0.2085
36103,0.0688
36105,0.0551
36111,0.0458
36117,0.0242
36119,0.2598
37001,-0.0296
37003,-0.0257
37013,-0.0143
37017,-0.0683
37019,-0.0784
37021,-0.0679
37023,-0.1066
37025,0.0341
37027,-0.0365
37031,-0.0683
37035,-0.0288
37037,0.1157
37045,-0.0621
37047,-0.0383
37049,-0.0768
37051,-0.0136
37055,-0.0257
37057,-0.0295
37059,-0.0721
37061,-0.0217
37063,0.0760
37065,-0.0854
37067,0.0415
37069,-0.1005
37071,-0.0670
37077,-0.0535
37079,-0.0174
37081,0.0382
37085,-0.0762
37087,-0.0919
37089,-0.0977
37093,-0.0253
37097,-0.0280
37099,-0.1156
37101,-0.0138
37105,-0.0480
37107,-0.1031
37109,-0.0772
37111,-0.1113
37113,-0.0974
37119,0.1329
37123,-0.0243
37125,-0.0442
37127,0.0116
37129,-0.0409
37133,0.0057
37135,-0.0116
37139,0.0209
37141,-0.0212
37145,-0.0373
37147,-0.0480
37151,-0.1411
37153,-0.1222
37155,-0.0791
37157,-0.0430
37159,-0.0964
37161,-0.0342
37163,0.0073
37167,-0.0944
37169,-0.0765
37171,-0.0440
37179,0.0426
37181,-0.1328
37183,0.0028
37189,-0.0063
37191,-0.0240
37193,-0.0959
37195,-0.0674
37197,-0.1004
37199,0.0064
38017,0.0915
38035,0.0202
39003,-0.0068
39007,-0.0347
39017,0.0638
39023,0.0163
39025,-0.0713
39035,0.1059
39039,0.0088
39041,0.0094
39043,-0.0241
39045,0.0255
39049,0.0167
39051,0.0487
39057,-0.0256
39061,0.1119
39063,0.0928
39069,0.0181
39077,-0.0441
39085,0.0488
39089,-0.0012
39093,0.0445
39095,0.0654
39099,0.1400
39101,-0.0108
39103,0.0499
39113,-0.0449
39123,-0.0452
39137,0.1359
39139,0.0253
39143,0.0153
39151,0.0392
39153,0.0760
39155,-0.0254
39165,-0.0276
39173,0.0365
40001,0.0250
40007,0.0201
40009,0.0000
40013,0.0064
40015,-0.0240
40017,-0.0266
40019,0.0029
40021,0.0072
40027,-0.0439
40031,0.0385
40037,-0.0916
40039,0.0194
40041,-0.0047
40047,-0.0180
40049,-0.0315
40051,-0.0156
40065,-0.0749
40071,-0.0190
40073,-0.0525
40079,-0.0220
40083,-0.0799
40085,-0.0416
40087,-0.0636
40089,-0.0208
40095,-0.0091
40101,0.0081
40109,0.0792
40115,-0.1255
40119,-0.1004
40121,-0.0367
40123,-0.0215
40125,0.0093
40131,-0.0127
40135,-0.0117
40137,-0.1028
40139,0.0263
40141,0.0316
40143,0.0301
40147,0.0066
40153,0.0018
41003,0.0023
41005,-0.0215
41007,-0.0313
41009,-0.0926
41011,-0.0154
41013,0.0127
41017,-0.1018
41019,-0.0346
41027,0.0244
41029,-0.0717
41031,-0.0283
41033,0.0287
41035,0.0029
41039,-0.0677
41041,-0.1033
41043,-0.0321
41045,0.0594
41047,-0.0583
41049,-0.0477
41051,-0.0027
41053,-0.0882
41057,0.0032
41059,-0.0514
41065,-0.1331
41067,0.0196
41071,-0.0737
42001,-0.1008
42003,0.0478
42011,0.2392
42017,0.0530
42025,-0.0494
42029,-0.0186
42041,0.0058
42043,0.0970
42045,0.0577
42049,0.0961
42055,-0.0249
42069,0.0943
42071,0.0973
42075,0.0946
42077,0.1875
42079,0.0824
42081,0.0184
42089,0.0256
42091,0.0365
42095,0.0759
42097,-0.0129
42101,0.0927
42103,0.0673
42107,0.0858
42125,-0.0397
42129,-0.0379
42133,0.1549
44003,-0.0381
44005,-0.0542
44007,0.0535
44009,0.0796
45003,-0.0781
45007,-0.0095
45013,0.0099
45015,-0.0059
45019,-0.0171
45021,-0.0947
45025,-0.0683
45035,-0.0664
45041,-0.0591
45043,-0.0197
45045,-0.0050
45047,-0.0633
45051,-0.0849
45053,-0.0771
45055,-0.0755
45057,-0.0423
45059,-0.1144
45063,-0.0815
45071,-0.0059
45073,-0.1720
45077,-0.0657
45079,-0.0258
45081,-0.1188
45083,-0.0675
45085,-0.0689
45091,-0.0903
46099,0.0207
46103,0.0159
47001,0.0068
47003,-0.0801
47009,-0.0116
47011,-0.0492
47031,-0.0493
47033,-0.0639
47037,-0.0906
47043,-0.0246
47059,-0.0884
47063,-0.0961
47065,-0.0447
47089,-0.0243
47093,-0.0224
47105,0.0051
47107,-0.0462
47113,-0.0465
47117,-0.0926
47119,0.0598
47123,-0.0266
47125,-0.0536
47141,0.0396
47147,0.0199
47149,-0.0306
47155,-0.0033
47157,-0.0309
47163,-0.0565
47165,-0.0132
47177,-0.0827
47179,-0.0540
47187,-0.0802
47189,-0.0929
48001,-0.0390
48003,0.0380
48005,-0.0449
48007,0.0380
48013,0.0206
48015,-0.0168
48019,-0.0196
48021,0.0228
48025,0.0056
48027,0.0119
48029,0.0666
48031,0.0288
48035,-0.0732
48037,0.0036
48039,0.0228
48041,0.0687
48049,0.0503
48051,-0.0358
48053,0.0112
48055,0.0052
48057,0.0326
48061,0.0111
48063,-0.0835
48071,-0.0835
48073,-0.0336
48075,-0.0505
48085,-0.0238
48089,-0.0389
48091,0.0304
48093,0.0303
48097,-0.0055
48099,-0.0214
48111,0.0696
48113,0.0781
48115,-0.0258
48117,0.0416
48121,0.0037
48123,0.0448
48133,-0.0461
48135,0.0267
48139,0.0129
48141,0.0404
48143,-0.0475
48145,-0.0343
48147,-0.0461
48149,0.0260
48157,0.0692
48159,-0.0606
48161,-0.0158
48165,0.0958
48167,0.0312
48171,0.0364
48175,0.0189
48177,-0.0308
48179,-0.0491
48181,0.0143
48183,0.0003
48185,0.0772
48187,0.0223
48189,0.0539
48195,-0.0315
48199,-0.0589
48201,0.0922
48203,-0.0034
48209,0.0319
48213,-0.0701
48215,0.0176
48217,-0.0083
48219,0.0439
48221,-0.0064
48223,-0.0964
48225,-0.0649
48227,0.0039
48231,-0.0582
48233,-0.0970
48239,0.0449
48241,0.0172
48245,-0.0379
48249,-0.0701
48251,-0.0680
48253,0.0008
48255,0.1401
48257,-0.0558
48259,-0.0249
48265,0.0214
48273,0.1380
48277,-0.0736
48279,-0.0336
48281,-0.0535
48285,0.0138
48287,0.0129
48289,-0.0566
48291,-0.0695
48293,-0.0777
48297,-0.0399
48303,0.0749
48305,0.0109
48307,-0.0445
48309,0.0458
48313,-0.0801
48321,-0.0046
48325,0.0195
48329,0.0052
48331,-0.0600
48337,-0.0104
48339,0.0196
48341,-0.0766
48347,-0.0562
48349,0.0126
48353,-0.0427
48355,0.0703
48357,-0.0321
48361,-0.0610
48363,-0.0666
48365,-0.1328
48367,-0.0043
48369,0.0109
48371,-0.0375
48373,-0.0275
48375,-0.0148
48381,-0.0081
48395,0.0588
48397,-0.0337
48399,0.0515
48401,-0.0827
48407,-0.0960
48409,-0.0288
48415,-0.0019
48419,-0.0538
48423,0.0479
48425,0.0053
48429,-0.1305
48437,0.0142
48439,0.0151
48441,0.0178
48445,-0.0618
48449,0.0221
48451,0.0629
48453,0.1066
48459,-0.1004
48463,0.1175
48465,-0.0502
48467,-0.0548
48469,0.0758
48471,0.0104
48473,0.0463
48475,-0.0054
48477,0.0549
48479,-0.0477
48481,0.0401
48485,-0.0080
48487,-0.0564
48491,0.0265
48493,-0.0328
48495,-0.0124
48497,-0.0225
48499,-0.0564
48501,-0.0362
48503,-0.0545
49003,0.0327
49005,0.1255
49007,-0.0299
49011,-0.0280
49021,0.1362
49027,0.0387
49035,0.0696
49039,0.0598
49043,0.0935
49045,0.0272
49047,0.0043
49049,0.0121
49051,0.0886
49053,0.0009
49057,0.0106
50007,0.0202
51001,-0.0101
51013,0.0888
51015,-0.0652
51041,0.0412
51047,0.0158
51059,0.1659
51061,-0.0398
51085,0.0160
51087,0.0426
51089,-0.0554
51095,0.0585
51107,-0.0135
51149,0.0067
51153,0.1065
51161,-0.0595
51171,-0.0498
51177,0.0021
51179,-0.0171
51199,-0.0296
51510,0.0175
51540,-0.0139
51550,-0.0235
51650,-0.0959
51660,0.0796
51683,0.0799
51685,0.0398
51700,-0.0089
51710,0.0352
51740,0.0060
51760,0.0476
51770,0.0114
51800,-0.0284
51810,-0.0283
51840,0.0589
53001,-0.1917
53005,-0.0985
53007,0.0587
53009,-0.0761
53011,-0.0367
53015,0.0018
53017,-0.0216
53021,-0.1056
53025,0.0155
53027,-0.0009
53029,0.0417
53033,-0.0222
53035,-0.0506
53041,-0.0514
53045,-0.1081
53047,0.0534
53053,-0.0516
53057,-0.0216
53061,-0.0807
53063,-0.0296
53067,-0.0358
53071,-0.0345
53073,0.0361
53077,-0.0703
54003,0.0081
54037,0.0828
55009,0.1829
55019,-0.0460
55021,-0.0106
55025,0.0090
55027,0.0457
55035,0.0174
55039,0.0278
55055,-0.0207
55059,0.0449
55063,0.0838
55071,-0.0142
55073,0.0406
55079,-0.0023
55081,-0.0295
55087,0.0143
55089,0.0223
55097,0.0850
55101,0.1581
55105,0.0298
55109,0.0062
55111,0.0952
55117,0.1025
55121,-0.0405
55127,-0.0081
55131,0.0130
55133,0.0286
55135,-0.0050
55137,-0.0460
55139,0.0389
55141,0.0154
56001,0.0214
56005,0.0403
56007,-0.0032
56013,-0.0073
56021,0.0203
56025,0.0588
56037,-0.0017
56039,-0.0626
56041,-0.0010
56043,0.0601
